,completeness,homogeneity,mutual_info,rand,v_measure
7:3-0.7,0.89,0.83,0.82,0.72,0.86
8:2-0.4,0.84,0.2,0.19,0.05,0.32
8:2-0.45,0.89,0.53,0.52,0.26,0.67
8:2-0.5,0.89,0.81,0.8,0.71,0.85
8:2-0.55,0.89,0.83,0.82,0.72,0.86
8:2-0.6,0.89,0.83,0.82,0.72,0.86
8:2-0.65,0.89,0.83,0.82,0.72,0.86
8:2-0.7,0.89,0.83,0.82,0.72,0.86
9:1-0.4,0.86,0.3,0.29,0.1,0.45
9:1-0.45,0.89,0.57,0.56,0.28,0.71
9:1-0.5,0.89,0.81,0.8,0.72,0.85
9:1-0.55,0.89,0.83,0.82,0.72,0.86
9:1-0.6,0.89,0.83,0.82,0.72,0.86
9:1-0.65,0.89,0.83,0.82,0.72,0.86
9:1-0.7,0.89,0.83,0.82,0.72,0.86
std
6:4-0.4,0.23,0.04,0.04,0.01,0.07
6:4-0.45,0.02,0.04,0.05,0.06,0.04
6:4-0.5,0.01,0.02,0.02,0.05,0.01
6:4-0.55,0.01,0.01,0.02,0.04,0.01
6:4-0.6,0.01,0.01,0.02,0.04,0.01
6:4-0.65,0.01,0.01,0.02,0.04,0.01
6:4-0.7,0.01,0.01,0.02,0.04,0.01
7:3-0.4,0.04,0.08,0.08,0.04,0.12
7:3-0.45,0.01,0.04,0.04,0.07,0.03
7:3-0.5,0.01,0.02,0.02,0.05,0.01
7:3-0.55,0.01,0.01,0.02,0.04,0.01
7:3-0.6,0.01,0.01,0.02,0.04,0.01
7:3-0.65,0.01,0.01,0.02,0.04,0.01
7:3-0.7,0.01,0.01,0.02,0.04,0.01
8:2-0.4,0.03,0.06,0.06,0.05,0.07
8:2-0.45,0.01,0.05,0.05,0.08,0.03
8:2-0.5,0.01,0.02,0.02,0.04,0.01
8:2-0.55,0.01,0.01,0.02,0.04,0.01
8:2-0.6,0.01,0.01,0.02,0.04,0.01
8:2-0.65,0.01,0.01,0.02,0.04,0.01
8:2-0.7,0.01,0.01,0.02,0.04,0.01
9:1-0.4,0.02,0.04,0.04,0.03,0.04
9:1-0.45,0.01,0.04,0.04,0.08,0.03
9:1-0.5,0.01,0.02,0.02,0.04,0.01
9:1-0.55,0.01,0.01,0.02,0.04,0.01
9:1-0.6,0.01,0.01,0.02,0.04,0.01
9:1-0.65,0.01,0.01,0.02,0.04,0.01
9:1-0.7,0.01,0.01,0.02,0.04,0.01
test finished in 33331.50 seconds
