,completeness,homogeneity,mutual_info,rand,v_measure
6:4-0.65,0.71,1.0,0.63,0.69,0.83
7:3-0.45,0.94,0.71,0.71,0.57,0.81
7:3-0.5,0.96,0.91,0.9,0.9,0.93
7:3-0.55,0.94,0.97,0.93,0.95,0.96
7:3-0.6,0.87,0.99,0.85,0.89,0.92
7:3-0.65,0.73,0.99,0.65,0.71,0.84
8:2-0.45,0.94,0.74,0.73,0.6,0.83
8:2-0.5,0.97,0.92,0.91,0.91,0.93
8:2-0.55,0.94,0.97,0.93,0.95,0.96
8:2-0.6,0.87,0.98,0.85,0.89,0.92
8:2-0.65,0.74,0.99,0.67,0.74,0.85
9:1-0.45,0.94,0.74,0.73,0.64,0.82
9:1-0.5,0.95,0.91,0.9,0.89,0.92
9:1-0.55,0.93,0.96,0.93,0.94,0.95
9:1-0.6,0.88,0.98,0.86,0.9,0.93
9:1-0.65,0.77,0.99,0.72,0.77,0.87
min
3:7-0.45,0.2,0.0,0.0,0.0,0.0
3:7-0.5,0.83,0.54,0.53,0.3,0.66
3:7-0.55,0.85,0.84,0.82,0.72,0.84
3:7-0.6,0.75,0.95,0.7,0.67,0.84
3:7-0.65,0.62,0.98,0.52,0.35,0.76
4:6-0.45,0.81,0.19,0.18,0.08,0.31
4:6-0.5,0.87,0.69,0.67,0.51,0.77
4:6-0.55,0.86,0.89,0.84,0.8,0.88
4:6-0.6,0.75,0.96,0.7,0.66,0.84
4:6-0.65,0.62,0.99,0.51,0.34,0.76
5:5-0.45,0.85,0.27,0.27,0.11,0.42
5:5-0.5,0.88,0.73,0.72,0.58,0.8
5:5-0.55,0.85,0.91,0.83,0.81,0.88
5:5-0.6,0.76,0.96,0.71,0.68,0.85
5:5-0.65,0.62,0.99,0.51,0.35,0.76
6:4-0.45,0.87,0.4,0.39,0.19,0.55
6:4-0.5,0.89,0.79,0.78,0.67,0.84
6:4-0.55,0.88,0.92,0.86,0.83,0.9
6:4-0.6,0.75,0.97,0.7,0.66,0.85
6:4-0.65,0.63,0.99,0.52,0.38,0.77
7:3-0.45,0.88,0.5,0.49,0.24,0.65
7:3-0.5,0.9,0.82,0.81,0.71,0.86
7:3-0.55,0.87,0.92,0.85,0.82,0.9
7:3-0.6,0.76,0.97,0.72,0.68,0.85
7:3-0.65,0.65,0.99,0.55,0.41,0.78
8:2-0.45,0.88,0.57,0.55,0.35,0.7
8:2-0.5,0.89,0.83,0.82,0.74,0.87
8:2-0.55,0.86,0.93,0.85,0.83,0.9
8:2-0.6,0.78,0.97,0.74,0.72,0.87
8:2-0.65,0.66,0.99,0.56,0.44,0.79
9:1-0.45,0.87,0.61,0.6,0.37,0.72
9:1-0.5,0.88,0.83,0.81,0.72,0.86
9:1-0.55,0.86,0.93,0.84,0.82,0.89
9:1-0.6,0.78,0.96,0.74,0.71,0.86
9:1-0.65,0.68,0.98,0.6,0.49,0.8
std
3:7-0.45,0.26,0.09,0.09,0.04,0.14
3:7-0.5,0.02,0.03,0.03,0.06,0.03
3:7-0.55,0.02,0.02,0.02,0.04,0.02
3:7-0.6,0.02,0.01,0.02,0.04,0.01
3:7-0.65,0.02,0.0,0.02,0.06,0.01
4:6-0.45,0.03,0.06,0.06,0.04,0.07
4:6-0.5,0.02,0.03,0.03,0.06,0.02
4:6-0.55,0.02,0.01,0.02,0.03,0.01
4:6-0.6,0.02,0.01,0.03,0.05,0.01
4:6-0.65,0.02,0.0,0.02,0.06,0.01
5:5-0.45,0.02,0.06,0.06,0.06,0.06
5:5-0.5,0.02,0.03,0.03,0.06,0.02
5:5-0.55,0.02,0.01,0.02,0.03,0.02
5:5-0.6,0.02,0.01,0.03,0.05,0.02
5:5-0.65,0.02,0.0,0.02,0.06,0.01
6:4-0.45,0.02,0.05,0.05,0.07,0.05
6:4-0.5,0.02,0.03,0.03,0.05,0.02
6:4-0.55,0.02,0.01,0.02,0.03,0.01
6:4-0.6,0.03,0.0,0.03,0.05,0.02
6:4-0.65,0.02,0.0,0.03,0.06,0.01
7:3-0.45,0.02,0.04,0.05,0.07,0.04
7:3-0.5,0.01,0.02,0.02,0.05,0.02
7:3-0.55,0.02,0.01,0.02,0.03,0.01
7:3-0.6,0.03,0.01,0.03,0.05,0.02
7:3-0.65,0.02,0.0,0.03,0.06,0.01
8:2-0.45,0.02,0.04,0.04,0.07,0.03
8:2-0.5,0.02,0.02,0.02,0.04,0.02
8:2-0.55,0.02,0.01,0.02,0.03,0.01
8:2-0.6,0.02,0.0,0.03,0.05,0.02
8:2-0.65,0.02,0.0,0.03,0.05,0.01
9:1-0.45,0.02,0.03,0.04,0.07,0.03
9:1-0.5,0.02,0.02,0.02,0.04,0.02
9:1-0.55,0.02,0.01,0.02,0.03,0.01
9:1-0.6,0.03,0.01,0.03,0.05,0.02
9:1-0.65,0.02,0.0,0.03,0.05,0.02
test finished in 37552.48 seconds
